Frame,Min_Temp,Max_Temp,Mean_Temp,Std_Temp,Median_Temp,Q1,Q3,IQR,Skewness,Kurtosis,High_Temp_Pixels,Num_Blobs,Largest_Blob_Area,Mean_Blob_Area,Eccentricity,Extent,Solidity,Orientation
Frame_786.csv,1095.0,1785.0,1247.6741,115.6534,1194.0,1181.0,1279.0,98.0,1.9356144666671753,3.9013476,3596,4,3485.0,871.375,0.5585443095680362,0.6281542898341744,0.9201320132013201,125.49842834472656
Frame_787.csv,1078.0,1773.0,1261.5646,114.81119,1217.0,1192.0,1313.0,121.0,1.7651480436325073,3.2341309,3523,9,3324.0,369.3333333333333,0.5669310018820727,0.6881987577639752,0.9206481096800997,140.8310089111328
Frame_788.csv,1106.0,1790.0,1259.8307,114.577415,1218.0,1193.0,1300.0,107.0,1.8911559581756592,3.7731557,3614,8,3335.5,416.9375,0.5023682307508833,0.700735294117647,0.9291086350974931,140.04037475585938
Frame_789.csv,1064.0,1769.0,1240.5892,114.19857,1199.0,1175.0,1272.0,97.0,1.951381802558899,4.021629,3470,10,3356.0,335.6,0.5094135894543702,0.6564945226917058,0.9326108100597471,129.81643676757812
Frame_790.csv,1101.0,1771.0,1255.4344,114.47821,1200.0,1188.0,1301.0,113.0,1.77949059009552,3.285654,3549,7,3358.0,479.7142857142857,0.478561347910025,0.6854460093896714,0.9378578410836476,136.75335693359375
Frame_791.csv,1050.0,1736.0,1222.4094,111.513885,1171.0,1158.0,1260.0,102.0,1.8989802598953247,3.813201,3471,9,3362.5,373.6111111111111,0.21814777557550652,0.7166453537936914,0.9446551481949712,126.9856185913086
Frame_792.csv,1101.0,1781.0,1252.8895,114.81277,1201.0,1188.0,1287.0,99.0,1.9477756023406982,3.9212875,3579,7,3468.5,495.5,0.6120272342435858,0.6363052650889744,0.9351577244540308,114.22001647949219
Frame_793.csv,1074.0,1724.0,1222.3087,107.86758,1181.0,1158.0,1266.0,108.0,1.8522895574569702,3.7537599,3389,7,3270.0,467.14285714285717,0.5409040625035036,0.668574933551421,0.9276595744680851,121.06138610839844
Frame_794.csv,1087.0,1836.0,1287.0193,114.248955,1239.0,1215.0,1325.0,110.0,2.0332529544830322,4.5454216,3371,10,3136.5,313.65,0.4819396567234766,0.6693341869398207,0.932649420160571,155.46498107910156
Frame_795.csv,1102.0,1772.0,1257.9355,112.96704,1214.0,1189.0,1303.0,114.0,1.7972350120544434,3.3576698,3425,9,3288.5,365.3888888888889,0.5718953975046323,0.6101113172541744,0.9089275843007186,115.93238067626953
Frame_796.csv,1084.0,1772.0,1233.9777,112.63921,1182.0,1169.0,1273.0,104.0,1.9899039268493652,4.3220873,3475,7,3244.5,463.5,0.5457378564059531,0.6456716417910447,0.9174324897497526,118.15618896484375
